riblet_height,riblet_spacing,lotus_intensity,material,coating,velocity,temperature,salinity,time,aspect_ratio,solid_fraction_f,cassie_contact_angle,wenzel_contact_angle,effective_contact_angle,plastron_stability,wetting_state,dynamic_viscosity,water_density,kinematic_viscosity,surface_tension,Re_macro,Re_micro,Capillary_number,Weber_number,skin_friction_coefficient,friction_velocity,viscous_length_scale,viscous_sublayer_thickness,riblet_spacing_plus,riblet_height_plus,multiscale_index,estimated_slip_length,velocity_riblet_interact,durability,drag_reduction,biofouling
0.23444725408122935,0.2572417253329799,0.6765827093337027,0,4,18.648932488415127,33.48996133336175,23.678136842144255,151.7651424935016,0.9113889003285383,0.11869594097320811,157.20551709638588,164.89433469965368,157.20551709638588,0.6673477675542804,2,0.0008583986790103244,1015.0,8.457129842466251e-07,0.07222650579999573,22051136.538985386,5672.472408841716,0.2216391176022974,1257.2417793190561,0.0020120349068993913,0.5915027041888922,1.4297702729466853e-06,7.148851364733427e-06,179.79247276586761,163.86086467842452,0.9848976950541759,0.0007466610189528091,16.996430072917814,69.64448061630682,8.668548483884168,0.26495414686101787
0.13727474752809518,0.6797813155325878,0.6689902091797363,1,2,24.897258408966067,34.68486524542782,25.525409276120307,160.21944287120428,0.20193957113782254,0.05017968395025365,165.23579308688554,118.69552223351856,146.61968474553873,0.5401725109746143,1,0.0008378672218190809,1015.9570839080047,8.247072982611833e-07,0.07204727021318583,30189205.869112063,20522.058080589122,0.2895404180103734,5941.9652750869345,0.0018895194594978429,0.7652656388023,1.0776745424951255e-06,5.388372712475628e-06,630.2005737153657,127.26243377410154,0.7365380071483154,0.003034626602268392,5.027741685614154,67.98658796401726,3.3614345268807613,0.2826803528730661
0.2589933967743009,0.7785184442876726,0.26215602486665934,2,3,1.503944064565089,29.494492239481747,39.617484573790875,335.01864763351585,0.3326747084053988,0.054020377889265496,164.67792456972143,124.72115541560531,148.69521690807497,0.4807417001893112,1,0.0009291246934989228,1027.5642149824469,9.042010999913951e-07,0.07282582616407773,1663284.9313934713,1294.8979971955737,0.019187582779772488,24.845962512551672,0.0033738702449043903,0.061770465515503775,1.4638081125135256e-05,7.319040562567629e-05,53.18082724133271,17.69191621799336,0.3057623644312765,0.0033495779989352555,0.5003241531372212,73.60230032946082,5.615649444616928,0.4041686305477834
0.21223672842721553,0.20830433587705066,0.12932431613458972,0,4,6.500526149205129,16.648168973605834,17.104852256586323,839.6435185735813,1.0188781069521655,0.18355678518814958,151.5488159899764,180.0,162.92928959398583,0.40358778915526616,1,0.001178160097650833,1015.0,1.1607488646806238e-06,0.07475277465395912,5600286.459029815,1166.5639515694454,0.10245319398754497,119.51820282902142,0.0026465472881241716,0.23646852420530898,4.908682302106918e-06,2.454341151053459e-05,42.42725354910642,43.22819998681733,0.19398647420188458,0.00048619790984090054,6.623243777095172,67.09844583988755,5.633534107213902,0.6853449068738084
0.03731143088741836,0.09166536924702018,0.3430396174456554,0,0,15.14464833539733,20.064509476405856,17.791278177064623,453.0633814469963,0.40703954816165994,0.3045148406831224,143.09529673026552,128.34911965649417,137.19682590075698,0.3040034173262759,1,0.0011087102266191375,1015.0,1.0923253464227956e-06,0.07424032357853912,13864594.815998565,1270.9032032688303,0.22617124601083163,287.44176104246867,0.0022077010810070664,0.5031695260347763,2.170889308142264e-06,1.085444654071132e-05,42.20535959331491,17.17925068627594,0.4128549628889695,0.00016611202015678984,6.164470815507364,59.61820441654388,4.6205527202075745,0.4938584809095795
0.2929304819746592,0.46760800653627177,0.22570904388716065,0,0,10.672264106468962,18.609130219176926,25.88425853285186,941.3660957066274,0.6264445374193831,0.08787696183210483,160.42072478184627,140.4018158756673,152.41316121937467,0.39404545431463733,1,0.0011380108474911821,1019.4413678558036,1.1163082874346824e-06,0.07445863046712346,9560319.69537216,4470.4820346024335,0.16311275461633756,729.1926391268523,0.00237808417921797,0.36800623615182587,3.033395020895079e-06,1.5166975104475396e-05,154.1025487177137,96.53670005306402,0.29640614268179244,0.0015774093850108814,6.685581551394435,55.42956626978421,4.184630583951546,0.8187770249425433
0.23073051357720237,0.7853228816928153,0.4166307833725552,1,4,16.12012706039275,7.137001939518327,19.2310913671187,1039.3735597445477,0.29380337522579775,0.04988177050558761,165.27992878540002,122.88765201413408,148.32301807689365,0.36532473595367665,1,0.001383805633120029,1016.7459181374354,1.3610142007307055e-06,0.076,11844201.957435952,9301.522812565285,0.293514771483975,2730.1343427830807,0.0022783505495774124,0.5440812201242292,2.501490858145143e-06,1.2507454290725715e-05,313.8164837392852,92.20034224149806,0.4778345485614676,0.003516230361596887,4.736147739412107,70.51473487149295,3.957545492246405,0.6154204308406548
0.2379586485303166,0.6682408437954356,0.8834768953220834,2,2,14.86690616190025,30.19566764383702,32.120754016032464,83.50964315026846,0.3560971323193532,0.045013399513315726,166.020468653179,125.84573688962493,166.020468653179,0.7191473912549103,2,0.000916481810993618,1021.801431983257,8.969275069567873e-07,0.07272064985342444,16575370.970997008,11076.33988388141,0.18736423712650446,2075.3099724973154,0.002130242550817266,0.4851992602379042,1.8485755824698243e-06,9.242877912349121e-06,361.29415317167116,128.65581206071036,1.0407786897693831,0.003149648636825174,5.294062650713601,70.66926283649104,7.612224165444636,0.24948760460788555
0.0471529534759083,0.7167876343938617,0.24485709672417677,1,3,19.80574196353798,24.301100918592525,24.016938307892563,778.640225214686,0.065783714935315,0.05882053385270006,164.00739706311157,112.76913053686344,143.5120904526123,0.3087288248273591,1,0.001025827928539341,1016.9024835472009,1.008777090366626e-06,0.07360483486221112,19633417.682334416,14072.991015587102,0.2760319113503209,3884.5946084484017,0.0020593137797060563,0.6355319395889697,1.5872956588645364e-06,7.936478294322683e-06,451.29358025588834,29.687768277108862,0.25291090144957284,0.002955466369344504,1.3028952834117884,64.47565270967377,2.2954101787077814,0.6452327191913894
0.14061192198971448,0.4326973729937,0.35509915473837517,1,1,2.237121543448276,23.05187533423537,36.15518661403212,94.28088011536788,0.32496597030829627,0.0888714528324581,160.30915137458808,124.35438732962268,160.30915137458808,0.6165811072473408,2,0.001049893887620864,1026.2560148936768,1.0230331149188307e-06,0.07379221869986469,2186753.792056646,946.2026212069227,0.031829104419320096,30.11678203222952,0.0031941972324585947,0.08940369057125785,1.1442850926389741e-05,5.72142546319487e-05,37.810469201052896,12.287115840128665,0.4127967254259811,0.0014514534670506964,0.7269883730642623,71.72707981736397,7.750063336476145,0.2737965182836422
